actionid,casenumber,actionposition,actiontypecode,actiontype,actionstatuscode,utcstartdate,utcenddate,duration,actioneditororganisation,actioneditordepartment,actioncreatororganisation,actioncreatordepartment,referencetype,actioncallstate
933052514,***MASKED***,5,10,Outgoing call,20,2024-01-10 04:44:45.000000,2024-01-10 05:04:58.000000,20.216666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933052811,***MASKED***,10,10,Outgoing call,20,2024-01-10 05:10:17.000000,2024-01-10 05:19:49.000000,9.533333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933067729,***MASKED***,11,10,Outgoing call,20,2024-01-10 10:39:03.000000,2024-01-10 11:02:33.000000,23.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933068646,***MASKED***,6,10,Outgoing call,20,2024-01-10 11:01:22.000000,2024-01-10 11:09:21.000000,7.983333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933071830,***MASKED***,9,10,Outgoing call,20,2024-01-10 12:43:50.000000,2024-01-10 13:19:10.000000,35.333333333333336,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933075690,***MASKED***,28,10,Outgoing call,20,2024-01-10 13:55:02.000000,2024-01-10 13:55:27.000000,0.4166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933075837,***MASKED***,5,10,Outgoing call,20,2024-01-10 13:57:28.000000,2024-01-10 14:00:09.000000,2.683333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933089509,***MASKED***,3,10,Outgoing call,20,2024-01-11 01:53:58.000000,2024-01-11 01:54:05.000000,0.1166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933090856,***MASKED***,3,10,Outgoing call,20,2024-01-11 03:33:50.000000,2024-01-11 03:33:55.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933102434,***MASKED***,3,10,Outgoing call,20,2024-01-11 09:04:14.000000,2024-01-11 09:04:40.000000,0.4333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933106812,***MASKED***,12,10,Outgoing call,20,2024-01-11 10:26:58.000000,2024-01-11 10:27:57.000000,0.9833333333333332,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933107668,***MASKED***,6,10,Outgoing call,20,2024-01-11 10:43:09.000000,2024-01-11 10:45:12.000000,2.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933109652,***MASKED***,13,10,Outgoing call,20,2024-01-11 11:33:30.000000,2024-01-11 11:53:15.000000,19.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933114449,***MASKED***,13,10,Outgoing call,20,2024-01-11 13:21:36.000000,2024-01-11 13:46:53.000000,25.28333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933116873,***MASKED***,4,10,Outgoing call,20,2024-01-11 14:03:54.000000,2024-01-11 14:30:43.000000,26.816666666666663,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933117057,***MASKED***,8,10,Outgoing call,20,2024-01-11 14:06:46.000000,2024-01-11 14:21:16.000000,14.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933121680,***MASKED***,3,10,Outgoing call,20,2024-01-11 15:45:13.000000,2024-01-11 15:53:14.000000,8.016666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933125744,***MASKED***,6,10,Outgoing call,20,2024-01-11 19:06:50.000000,2024-01-11 19:07:52.000000,1.0333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933130658,***MASKED***,3,10,Outgoing call,20,2024-01-12 02:21:40.000000,2024-01-12 02:22:57.000000,1.2833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933132247,***MASKED***,61,10,Outgoing call,20,2024-01-12 04:57:16.000000,2024-01-12 05:37:13.000000,39.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933132490,***MASKED***,4,10,Outgoing call,20,2024-01-12 05:12:43.000000,2024-01-12 05:24:08.000000,11.416666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933134057,***MASKED***,9,10,Outgoing call,20,2024-01-12 06:20:31.000000,2024-01-12 06:35:53.000000,15.366666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933143982,***MASKED***,14,10,Outgoing call,20,2024-01-12 09:21:26.000000,2024-01-12 09:44:40.000000,23.23333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933163469,***MASKED***,47,10,Outgoing call,20,2024-01-12 18:00:39.000000,2024-01-12 18:02:36.000000,1.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933173802,***MASKED***,3,10,Outgoing call,20,2024-01-15 02:27:40.000000,2024-01-15 02:27:44.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933185954,***MASKED***,56,10,Outgoing call,20,2024-01-15 08:36:41.000000,2024-01-15 08:36:54.000000,0.2166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933190135,***MASKED***,4,10,Outgoing call,20,2024-01-15 09:39:27.000000,2024-01-15 10:04:14.000000,24.78333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933204107,***MASKED***,58,10,Outgoing call,20,2024-01-15 14:16:07.000000,2024-01-15 14:18:16.000000,2.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933207556,***MASKED***,14,10,Outgoing call,20,2024-01-15 15:17:22.000000,2024-01-15 15:18:08.000000,0.7666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933218745,***MASKED***,3,10,Outgoing call,20,2024-01-16 02:36:34.000000,2024-01-16 02:36:38.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933223791,***MASKED***,3,10,Outgoing call,20,2024-01-16 07:00:08.000000,2024-01-16 07:00:12.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933233045,***MASKED***,26,10,Outgoing call,20,2024-01-16 09:44:05.000000,2024-01-16 09:46:10.000000,2.083333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933235335,***MASKED***,13,10,Outgoing call,20,2024-01-16 10:28:25.000000,2024-01-16 11:00:46.000000,32.35,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933237914,***MASKED***,12,10,Outgoing call,20,2024-01-16 11:32:45.000000,2024-01-16 11:33:42.000000,0.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933237953,***MASKED***,13,10,Outgoing call,20,2024-01-16 11:33:44.000000,2024-01-16 11:34:35.000000,0.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933245727,***MASKED***,7,10,Outgoing call,20,2024-01-16 14:05:29.000000,2024-01-16 14:58:25.000000,52.93333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933251461,***MASKED***,3,10,Outgoing call,20,2024-01-16 15:46:06.000000,2024-01-16 15:57:22.000000,11.266666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933257738,***MASKED***,16,10,Outgoing call,20,2024-01-16 21:06:16.000000,2024-01-16 21:07:31.000000,1.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933265364,***MASKED***,3,10,Outgoing call,20,2024-01-17 06:26:34.000000,2024-01-17 06:26:38.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933272275,***MASKED***,11,10,Outgoing call,20,2024-01-17 08:41:47.000000,2024-01-17 08:43:05.000000,1.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933282465,***MASKED***,5,10,Outgoing call,20,2024-01-17 12:11:54.000000,2024-01-17 12:25:47.000000,13.883333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933283503,***MASKED***,15,10,Outgoing call,20,2024-01-17 12:33:57.000000,2024-01-17 12:39:05.000000,5.133333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933283795,***MASKED***,15,10,Outgoing call,20,2024-01-17 12:40:04.000000,2024-01-17 13:46:04.000000,66.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933295077,***MASKED***,14,10,Outgoing call,20,2024-01-17 16:20:06.000000,2024-01-17 17:09:35.000000,49.48333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933296178,***MASKED***,4,10,Outgoing call,20,2024-01-17 17:01:59.000000,2024-01-17 17:02:28.000000,0.4833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933296211,***MASKED***,6,10,Outgoing call,20,2024-01-17 17:04:31.000000,2024-01-17 17:06:19.000000,1.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933297951,***MASKED***,8,10,Outgoing call,20,2024-01-17 18:56:48.000000,2024-01-17 20:16:08.000000,79.33333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933300783,***MASKED***,7,10,Outgoing call,20,2024-01-17 23:21:32.000000,2024-01-17 23:22:50.000000,1.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933312680,***MASKED***,3,10,Outgoing call,20,2024-01-18 08:18:09.000000,2024-01-18 08:23:02.000000,4.883333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933314192,***MASKED***,11,10,Outgoing call,20,2024-01-18 08:43:54.000000,2024-01-18 08:56:04.000000,12.166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933325883,***MASKED***,5,10,Outgoing call,20,2024-01-18 12:55:14.000000,2024-01-18 12:59:54.000000,4.666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933325944,***MASKED***,22,10,Outgoing call,20,2024-01-18 12:56:12.000000,2024-01-18 12:56:51.000000,0.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933326028,***MASKED***,8,10,Outgoing call,20,2024-01-18 12:57:50.000000,2024-01-18 12:59:06.000000,1.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933336614,***MASKED***,15,10,Outgoing call,20,2024-01-18 16:51:35.000000,2024-01-18 16:58:26.000000,6.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933339195,***MASKED***,15,10,Outgoing call,20,2024-01-18 20:00:43.000000,2024-01-18 20:02:14.000000,1.5166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933341107,***MASKED***,3,10,Outgoing call,20,2024-01-19 00:05:04.000000,2024-01-19 00:05:10.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933343482,***MASKED***,4,10,Outgoing call,20,2024-01-19 02:43:48.000000,2024-01-19 02:48:58.000000,5.166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933356846,***MASKED***,11,10,Outgoing call,20,2024-01-19 09:58:04.000000,2024-01-19 10:04:36.000000,6.533333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933357570,***MASKED***,8,10,Outgoing call,20,2024-01-19 10:13:27.000000,2024-01-19 10:14:08.000000,0.6833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933359016,***MASKED***,31,10,Outgoing call,20,2024-01-19 10:48:50.000000,2024-01-19 10:53:49.000000,4.983333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933360050,***MASKED***,3,10,Outgoing call,20,2024-01-19 11:20:14.000000,2024-01-19 11:25:01.000000,4.783333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933374428,***MASKED***,6,10,Outgoing call,20,2024-01-19 18:27:08.000000,2024-01-19 18:29:33.000000,2.4166666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933378234,***MASKED***,3,10,Outgoing call,20,2024-01-20 02:17:06.000000,2024-01-20 02:17:10.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933380937,***MASKED***,6,10,Outgoing call,20,2024-01-21 02:56:47.000000,2024-01-21 02:57:34.000000,0.7833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933388611,***MASKED***,7,10,Outgoing call,20,2024-01-22 05:03:59.000000,2024-01-22 06:18:22.000000,74.38333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933394072,***MASKED***,3,10,Outgoing call,20,2024-01-22 07:25:23.000000,2024-01-22 07:27:28.000000,2.083333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933397943,***MASKED***,4,10,Outgoing call,20,2024-01-22 08:23:16.000000,2024-01-22 08:30:15.000000,6.983333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933404457,***MASKED***,14,10,Outgoing call,20,2024-01-22 10:13:43.000000,2024-01-22 10:29:27.000000,15.733333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933410048,***MASKED***,3,10,Outgoing call,20,2024-01-22 12:26:28.000000,2024-01-22 12:26:35.000000,0.1166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933410226,***MASKED***,7,10,Outgoing call,20,2024-01-22 12:29:24.000000,2024-01-30 16:57:49.000000,11788.416666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933415234,***MASKED***,14,10,Outgoing call,20,2024-01-22 13:50:42.000000,2024-01-22 15:05:41.000000,74.98333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933415662,***MASKED***,5,10,Outgoing call,20,2024-01-22 13:57:42.000000,2024-01-22 14:09:04.000000,11.366666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933428499,***MASKED***,3,10,Outgoing call,20,2024-01-23 00:11:40.000000,2024-01-23 00:12:38.000000,0.9666666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933437041,***MASKED***,18,10,Outgoing call,20,2024-01-23 07:08:49.000000,2024-01-23 07:10:35.000000,1.7666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933444832,***MASKED***,10,10,Outgoing call,20,2024-01-23 09:28:44.000000,2024-01-23 09:31:33.000000,2.816666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933445605,***MASKED***,7,10,Outgoing call,20,2024-01-23 09:44:37.000000,2024-01-23 09:45:11.000000,0.5666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933449479,***MASKED***,8,10,Outgoing call,20,2024-01-23 11:09:46.000000,2024-01-23 11:16:13.000000,6.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933455289,***MASKED***,17,10,Outgoing call,20,2024-01-23 13:16:21.000000,2024-01-23 13:20:46.000000,4.416666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933461469,***MASKED***,22,10,Outgoing call,20,2024-01-23 15:02:06.000000,2024-01-23 15:16:30.000000,14.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933467154,***MASKED***,4,10,Outgoing call,20,2024-01-23 18:24:49.000000,2024-01-23 18:25:34.000000,0.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933469025,***MASKED***,12,10,Outgoing call,20,2024-01-23 20:38:07.000000,2024-01-23 20:38:47.000000,0.6666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933471351,***MASKED***,8,10,Outgoing call,20,2024-01-24 00:46:49.000000,2024-01-24 00:47:04.000000,0.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933472930,***MASKED***,6,10,Outgoing call,20,2024-01-24 02:17:08.000000,2024-01-24 02:18:34.000000,1.4333333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933477750,***MASKED***,12,10,Outgoing call,20,2024-01-24 07:01:13.000000,2024-01-24 07:01:37.000000,0.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933477925,***MASKED***,13,10,Outgoing call,20,2024-01-24 07:05:15.000000,2024-01-24 07:07:53.000000,2.6333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933482786,***MASKED***,32,10,Outgoing call,20,2024-01-24 08:39:04.000000,2024-01-24 08:40:01.000000,0.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933498969,***MASKED***,5,10,Outgoing call,20,2024-01-24 14:01:40.000000,2024-01-24 14:11:06.000000,9.433333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933500006,***MASKED***,56,10,Outgoing call,20,2024-01-24 14:19:55.000000,2024-01-24 14:21:03.000000,1.1333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933511473,***MASKED***,5,10,Outgoing call,20,2024-01-25 00:39:55.000000,2024-01-25 00:43:48.000000,3.883333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933513199,***MASKED***,3,10,Outgoing call,20,2024-01-25 02:08:38.000000,2024-01-25 02:10:41.000000,2.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933522377,***MASKED***,7,10,Outgoing call,20,2024-01-25 08:07:43.000000,2024-01-25 08:08:54.000000,1.1833333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933529412,***MASKED***,10,10,Outgoing call,20,2024-01-25 10:17:19.000000,2024-01-25 10:29:15.000000,11.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933539141,***MASKED***,17,10,Outgoing call,20,2024-01-25 13:43:09.000000,2024-01-25 13:44:01.000000,0.8666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933542672,***MASKED***,5,10,Outgoing call,20,2024-01-25 14:40:37.000000,2024-01-25 15:00:27.000000,19.83333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933553684,***MASKED***,4,10,Outgoing call,20,2024-01-26 00:30:04.000000,2024-01-26 00:47:28.000000,17.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933555200,***MASKED***,3,10,Outgoing call,20,2024-01-26 02:11:12.000000,2024-01-26 03:36:38.000000,85.43333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933557483,***MASKED***,5,10,Outgoing call,20,2024-01-26 05:46:59.000000,2024-01-26 05:48:53.000000,1.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933560256,***MASKED***,11,10,Outgoing call,20,2024-01-26 07:14:27.000000,2024-01-26 07:26:03.000000,11.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933568353,***MASKED***,45,10,Outgoing call,20,2024-01-26 09:54:46.000000,2024-01-26 09:54:52.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933572609,***MASKED***,17,10,Outgoing call,20,2024-01-26 11:37:45.000000,2024-01-26 11:39:00.000000,1.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933578141,***MASKED***,25,10,Outgoing call,20,2024-01-26 13:45:07.000000,2024-01-26 13:49:04.000000,3.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933581945,***MASKED***,8,10,Outgoing call,20,2024-01-26 15:01:41.000000,2024-01-26 15:12:32.000000,10.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933597503,***MASKED***,3,10,Outgoing call,20,2024-01-29 02:14:29.000000,2024-01-29 02:14:33.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933605880,***MASKED***,11,10,Outgoing call,20,2024-01-29 07:41:16.000000,2024-01-29 07:43:43.000000,2.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933613858,***MASKED***,6,10,Outgoing call,20,2024-01-29 09:52:28.000000,2024-01-29 10:02:08.000000,9.666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933619805,***MASKED***,20,10,Outgoing call,20,2024-01-29 11:59:50.000000,2024-01-29 12:01:10.000000,1.3333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933620184,***MASKED***,8,10,Outgoing call,20,2024-01-29 12:08:56.000000,2024-01-29 12:11:13.000000,2.283333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933629337,***MASKED***,7,10,Outgoing call,20,2024-01-29 14:44:36.000000,2024-01-29 16:18:16.000000,93.66666666666669,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933629432,***MASKED***,8,10,Outgoing call,20,2024-01-29 14:45:48.000000,2024-01-29 14:51:22.000000,5.566666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933633330,***MASKED***,9,10,Outgoing call,20,2024-01-29 16:00:23.000000,2024-01-29 16:37:27.000000,37.06666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933638919,***MASKED***,4,10,Outgoing call,20,2024-01-29 20:11:31.000000,2024-01-29 20:32:53.000000,21.366666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933641409,***MASKED***,3,10,Outgoing call,20,2024-01-30 00:36:48.000000,2024-01-30 00:36:53.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933653024,***MASKED***,7,10,Outgoing call,20,2024-01-30 08:07:38.000000,2024-01-30 09:55:10.000000,107.53333333333332,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933663918,***MASKED***,8,10,Outgoing call,20,2024-01-30 11:25:41.000000,2024-01-30 11:34:41.000000,9.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933664643,***MASKED***,13,10,Outgoing call,20,2024-01-30 11:49:29.000000,2024-01-30 11:52:17.000000,2.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933685575,***MASKED***,12,10,Outgoing call,20,2024-01-31 00:36:35.000000,2024-01-31 00:41:48.000000,5.216666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933703199,***MASKED***,31,10,Outgoing call,20,2024-01-31 10:05:59.000000,2024-01-31 10:14:53.000000,8.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933718971,***MASKED***,27,10,Outgoing call,20,2024-01-31 15:28:17.000000,2024-01-31 16:14:40.000000,46.38333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933721320,***MASKED***,26,10,Outgoing call,20,2024-01-31 16:27:10.000000,2024-01-31 16:59:50.000000,32.666666666666664,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933731187,***MASKED***,9,10,Outgoing call,20,2024-02-01 05:35:47.000000,2024-02-01 05:36:34.000000,0.7833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933734979,***MASKED***,11,10,Outgoing call,20,2024-02-01 07:14:32.000000,2024-02-01 07:15:21.000000,0.8166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933735838,***MASKED***,16,10,Outgoing call,20,2024-02-01 07:30:57.000000,2024-02-01 07:33:06.000000,2.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933738871,***MASKED***,66,10,Outgoing call,20,2024-02-01 08:22:52.000000,2024-02-01 10:29:35.000000,126.71666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933748109,***MASKED***,10,10,Outgoing call,20,2024-02-01 11:29:27.000000,2024-02-01 11:31:45.000000,2.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933754287,***MASKED***,16,10,Outgoing call,20,2024-02-01 13:35:09.000000,2024-02-01 13:35:27.000000,0.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933762469,***MASKED***,18,10,Outgoing call,20,2024-02-01 16:20:42.000000,2024-02-01 16:22:29.000000,1.7833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933776576,***MASKED***,20,10,Outgoing call,20,2024-02-02 07:15:34.000000,2024-02-02 07:15:41.000000,0.1166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933780523,***MASKED***,9,10,Outgoing call,20,2024-02-02 08:17:36.000000,2024-02-02 08:23:07.000000,5.516666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933827543,***MASKED***,76,10,Outgoing call,20,2024-02-05 08:08:36.000000,2024-02-05 08:09:16.000000,0.6666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933857492,***MASKED***,30,10,Outgoing call,20,2024-02-05 20:31:31.000000,2024-02-05 20:40:29.000000,8.966666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933873069,***MASKED***,22,10,Outgoing call,20,2024-02-06 09:11:00.000000,2024-02-06 09:13:16.000000,2.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933913894,***MASKED***,47,10,Outgoing call,20,2024-02-07 09:15:35.000000,2024-02-07 09:20:01.000000,4.433333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933926469,***MASKED***,16,10,Outgoing call,20,2024-02-07 13:33:27.000000,2024-02-07 13:34:46.000000,1.3166666666666669,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933975637,***MASKED***,15,10,Outgoing call,20,2024-02-09 00:19:14.000000,2024-02-09 01:11:51.000000,52.61666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934085519,***MASKED***,8,10,Outgoing call,20,2024-02-14 06:03:02.000000,2024-02-14 06:03:20.000000,0.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
934254882,***MASKED***,14,10,Outgoing call,20,2024-02-20 09:10:58.000000,2024-02-20 10:12:28.000000,61.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934316116,***MASKED***,15,10,Outgoing call,20,2024-02-21 14:59:23.000000,2024-02-21 15:08:41.000000,9.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
934342092,***MASKED***,30,10,Outgoing call,20,2024-02-22 09:49:34.000000,2024-02-22 09:54:09.000000,4.583333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934512063,***MASKED***,50,10,Outgoing call,20,2024-02-28 08:59:39.000000,2024-02-28 09:59:47.000000,60.13333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934584585,***MASKED***,24,10,Outgoing call,20,2024-03-01 02:30:08.000000,2024-03-01 02:30:57.000000,0.8166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934594146,***MASKED***,51,10,Outgoing call,20,2024-03-01 08:26:24.000000,2024-03-01 08:31:16.000000,4.866666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934605559,***MASKED***,22,10,Outgoing call,20,2024-03-01 12:31:01.000000,2024-03-06 11:54:01.000000,7163.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934696736,***MASKED***,22,10,Outgoing call,20,2024-03-05 12:59:52.000000,2024-03-05 13:04:44.000000,4.866666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934815668,***MASKED***,30,10,Outgoing call,20,2024-03-08 10:19:53.000000,2024-03-08 10:20:50.000000,0.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
