actionid,casenumber,actionposition,actiontypecode,actiontype,actionstatuscode,utcstartdate,utcenddate,duration,actioneditororganisation,actioneditordepartment,actioncreatororganisation,actioncreatordepartment,referencetype,actioncallstate
933348243,***MASKED***,42,10,Outgoing call,20,2024-01-19 07:01:31.000000,2024-01-19 07:03:40.000000,2.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933348719,***MASKED***,4,10,Outgoing call,20,2024-01-19 07:10:02.000000,2024-01-19 07:27:53.000000,17.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933351625,***MASKED***,18,10,Outgoing call,20,2024-01-19 08:10:33.000000,2024-01-19 08:17:09.000000,6.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933367624,***MASKED***,3,10,Outgoing call,20,2024-01-19 14:19:35.000000,2024-01-22 11:09:15.000000,4129.666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933368564,***MASKED***,8,10,Outgoing call,20,2024-01-19 14:41:58.000000,2024-01-19 14:42:03.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933372056,***MASKED***,6,10,Outgoing call,20,2024-01-19 16:18:15.000000,2024-01-19 16:18:20.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933380498,***MASKED***,14,10,Outgoing call,20,2024-01-20 20:23:26.000000,2024-01-22 14:37:09.000000,2533.7166666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933385852,***MASKED***,4,10,Outgoing call,20,2024-01-22 01:51:54.000000,2024-01-22 01:51:58.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933387849,***MASKED***,7,10,Outgoing call,20,2024-01-22 03:42:16.000000,2024-01-22 03:42:35.000000,0.3166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933388994,***MASKED***,4,10,Outgoing call,20,2024-01-22 05:25:14.000000,2024-01-22 05:27:57.000000,2.716666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933404580,***MASKED***,52,10,Outgoing call,20,2024-01-22 10:16:46.000000,2024-01-22 10:18:16.000000,1.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933408699,***MASKED***,5,10,Outgoing call,20,2024-01-22 11:59:54.000000,2024-01-22 12:15:36.000000,15.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933422182,***MASKED***,8,10,Outgoing call,20,2024-01-22 16:05:23.000000,2024-01-22 16:07:31.000000,2.1333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933423322,***MASKED***,8,10,Outgoing call,20,2024-01-22 16:34:50.000000,2024-01-22 16:35:30.000000,0.6666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933423468,***MASKED***,3,10,Outgoing call,20,2024-01-22 16:40:14.000000,2024-01-22 16:50:16.000000,10.033333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933425621,***MASKED***,13,10,Outgoing call,20,2024-01-22 18:51:20.000000,2024-01-22 19:00:41.000000,9.35,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933429586,***MASKED***,9,10,Outgoing call,20,2024-01-23 01:08:36.000000,2024-01-23 01:11:42.000000,3.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933430331,***MASKED***,3,10,Outgoing call,20,2024-01-23 01:50:16.000000,2024-01-23 01:50:21.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933446244,***MASKED***,11,10,Outgoing call,20,2024-01-23 09:58:58.000000,2024-01-23 10:17:32.000000,18.566666666666663,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933451897,***MASKED***,13,10,Outgoing call,20,2024-01-23 12:15:13.000000,2024-01-23 12:27:18.000000,12.083333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933454141,***MASKED***,15,10,Outgoing call,20,2024-01-23 12:55:10.000000,2024-01-23 12:55:45.000000,0.5833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933461547,***MASKED***,17,10,Outgoing call,20,2024-01-23 15:03:29.000000,2024-01-23 15:37:35.000000,34.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933468956,***MASKED***,9,10,Outgoing call,20,2024-01-23 20:34:23.000000,2024-01-23 20:35:33.000000,1.1666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933471190,***MASKED***,4,10,Outgoing call,20,2024-01-24 00:37:25.000000,2024-01-24 01:00:28.000000,23.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933472449,***MASKED***,10,10,Outgoing call,20,2024-01-24 01:41:52.000000,2024-01-24 01:42:19.000000,0.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933474381,***MASKED***,7,10,Outgoing call,20,2024-01-24 04:51:46.000000,2024-01-24 04:53:43.000000,1.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933479603,***MASKED***,4,10,Outgoing call,20,2024-01-24 07:36:35.000000,2024-01-24 07:51:44.000000,15.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933486501,***MASKED***,7,10,Outgoing call,20,2024-01-24 09:43:16.000000,2024-01-24 10:13:07.000000,29.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933490824,***MASKED***,9,10,Outgoing call,20,2024-01-24 11:13:23.000000,2024-01-24 11:13:50.000000,0.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933492987,***MASKED***,11,10,Outgoing call,20,2024-01-24 12:17:38.000000,2024-01-24 12:19:20.000000,1.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933499446,***MASKED***,4,10,Outgoing call,20,2024-01-24 14:10:03.000000,2024-01-24 14:18:43.000000,8.666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933500129,***MASKED***,3,10,Outgoing call,20,2024-01-24 14:21:46.000000,2024-01-24 14:46:31.000000,24.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933535499,***MASKED***,8,10,Outgoing call,20,2024-01-25 12:35:15.000000,2024-01-25 12:52:31.000000,17.266666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933535614,***MASKED***,6,10,Outgoing call,20,2024-01-25 12:36:46.000000,2024-01-25 12:36:52.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933537313,***MASKED***,8,10,Outgoing call,20,2024-01-25 13:09:56.000000,2024-01-25 13:16:47.000000,6.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933544544,***MASKED***,20,10,Outgoing call,20,2024-01-25 15:15:33.000000,2024-01-25 15:35:48.000000,20.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933549522,***MASKED***,3,10,Outgoing call,20,2024-01-25 18:03:26.000000,2024-01-25 18:16:50.000000,13.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933560446,***MASKED***,5,10,Outgoing call,20,2024-01-26 07:17:51.000000,2024-01-26 07:17:53.000000,0.0333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933560461,***MASKED***,10,10,Outgoing call,20,2024-01-26 07:18:09.000000,2024-01-26 07:19:07.000000,0.9666666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933566328,***MASKED***,21,10,Outgoing call,20,2024-01-26 09:10:12.000000,2024-01-26 09:20:44.000000,10.533333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933567561,***MASKED***,16,10,Outgoing call,20,2024-01-26 09:37:51.000000,2024-01-26 09:39:04.000000,1.2166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933577536,***MASKED***,4,10,Outgoing call,20,2024-01-26 13:33:05.000000,2024-01-26 13:35:16.000000,2.183333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933578258,***MASKED***,15,10,Outgoing call,20,2024-01-26 13:47:52.000000,2024-01-26 14:04:28.000000,16.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933578269,***MASKED***,6,10,Outgoing call,20,2024-01-26 13:48:04.000000,2024-01-26 13:54:49.000000,6.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933582074,***MASKED***,13,10,Outgoing call,20,2024-01-26 15:04:19.000000,2024-02-07 16:31:13.000000,17366.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933599730,***MASKED***,16,10,Outgoing call,20,2024-01-29 04:56:38.000000,2024-01-29 04:58:38.000000,2.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933600842,***MASKED***,42,10,Outgoing call,20,2024-01-29 05:51:18.000000,2024-01-29 06:11:11.000000,19.883333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933610634,***MASKED***,26,10,Outgoing call,20,2024-01-29 09:00:55.000000,2024-01-29 09:02:04.000000,1.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933611543,***MASKED***,12,10,Outgoing call,20,2024-01-29 09:17:16.000000,2024-01-29 09:25:39.000000,8.383333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933612209,***MASKED***,3,10,Outgoing call,20,2024-01-29 09:25:40.000000,2024-01-29 09:29:10.000000,3.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933619434,***MASKED***,4,10,Outgoing call,20,2024-01-29 11:52:16.000000,2024-01-29 11:52:20.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933619948,***MASKED***,4,10,Outgoing call,20,2024-01-29 12:03:30.000000,2024-01-29 12:04:44.000000,1.2333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933623821,***MASKED***,6,10,Outgoing call,20,2024-01-29 13:13:20.000000,2024-01-29 13:26:41.000000,13.35,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933641189,***MASKED***,4,10,Outgoing call,20,2024-01-30 00:21:26.000000,2024-01-30 00:22:40.000000,1.2333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933643006,***MASKED***,29,10,Outgoing call,20,2024-01-30 01:59:58.000000,2024-01-30 02:01:05.000000,1.1166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933644349,***MASKED***,31,10,Outgoing call,20,2024-01-30 03:55:53.000000,2024-01-30 03:57:57.000000,2.066666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933646966,***MASKED***,3,10,Outgoing call,20,2024-01-30 06:25:49.000000,2024-01-30 06:25:52.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933648029,***MASKED***,9,10,Outgoing call,20,2024-01-30 06:48:42.000000,2024-01-30 06:58:28.000000,9.766666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933653723,***MASKED***,11,10,Outgoing call,20,2024-01-30 08:21:45.000000,2024-01-30 08:21:51.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933661245,***MASKED***,4,10,Outgoing call,20,2024-01-30 10:27:52.000000,2024-01-30 10:34:34.000000,6.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933671192,***MASKED***,4,10,Outgoing call,20,2024-01-30 13:53:21.000000,2024-01-30 13:55:19.000000,1.9666666666666663,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933676948,***MASKED***,28,10,Outgoing call,20,2024-01-30 15:38:59.000000,2024-01-30 15:39:52.000000,0.8833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933680593,***MASKED***,4,10,Outgoing call,20,2024-01-30 17:59:32.000000,2024-01-30 17:59:39.000000,0.1166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933698644,***MASKED***,19,10,Outgoing call,20,2024-01-31 08:46:10.000000,2024-01-31 08:54:07.000000,7.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933703434,***MASKED***,11,10,Outgoing call,20,2024-01-31 10:10:23.000000,2024-01-31 10:11:59.000000,1.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933714294,***MASKED***,17,10,Outgoing call,20,2024-01-31 14:01:40.000000,2024-01-31 14:02:48.000000,1.1333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933729448,***MASKED***,41,10,Outgoing call,20,2024-02-01 02:42:34.000000,2024-02-01 02:43:50.000000,1.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933736756,***MASKED***,75,10,Outgoing call,20,2024-02-01 07:47:05.000000,2024-02-01 09:21:35.000000,94.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933754191,***MASKED***,10,10,Outgoing call,20,2024-02-01 13:33:52.000000,2024-02-01 16:29:38.000000,175.76666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933792434,***MASKED***,10,10,Outgoing call,20,2024-02-02 11:56:07.000000,2024-02-02 11:58:24.000000,2.283333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933799079,***MASKED***,69,10,Outgoing call,20,2024-02-02 14:11:23.000000,2024-02-02 14:26:26.000000,15.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933886825,***MASKED***,5,10,Outgoing call,20,2024-02-06 13:40:17.000000,2024-02-06 13:41:06.000000,0.8166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933917508,***MASKED***,21,10,Outgoing call,20,2024-02-07 10:21:13.000000,2024-02-07 10:22:07.000000,0.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
934007020,***MASKED***,21,10,Outgoing call,20,2024-02-09 19:31:01.000000,2024-02-09 19:31:36.000000,0.5833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
934040841,***MASKED***,18,10,Outgoing call,20,2024-02-12 17:23:28.000000,2024-02-12 17:26:30.000000,3.033333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934103061,***MASKED***,67,10,Outgoing call,20,2024-02-14 12:44:14.000000,2024-02-14 12:53:50.000000,9.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934152558,***MASKED***,15,10,Outgoing call,20,2024-02-15 17:02:11.000000,2024-04-23 18:48:04.000000,98025.88333333332,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,
934213342,***MASKED***,15,10,Outgoing call,20,2024-02-19 09:03:36.000000,2024-02-19 09:05:25.000000,1.8166666666666669,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
934322115,***MASKED***,20,10,Outgoing call,20,2024-02-21 18:44:40.000000,2024-02-21 18:46:31.000000,1.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934473466,***MASKED***,35,10,Outgoing call,20,2024-02-27 11:01:40.000000,2024-02-27 11:07:55.000000,6.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934603916,***MASKED***,71,10,Outgoing call,20,2024-03-01 11:52:15.000000,2024-03-01 12:52:33.000000,60.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935071660,***MASKED***,40,10,Outgoing call,20,2024-03-18 10:44:31.000000,2024-03-18 10:45:08.000000,0.6166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935284303,***MASKED***,34,10,Outgoing call,20,2024-03-25 12:12:01.000000,2024-03-26 05:33:55.000000,1041.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935292744,***MASKED***,52,10,Outgoing call,20,2024-03-25 14:33:24.000000,2024-03-25 14:36:20.000000,2.933333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935351382,***MASKED***,76,10,Outgoing call,20,2024-03-27 07:26:00.000000,2024-03-27 07:31:25.000000,5.416666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935836785,***MASKED***,18,10,Outgoing call,20,2024-04-15 09:33:08.000000,2024-04-15 10:08:27.000000,35.31666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
936129919,***MASKED***,51,10,Outgoing call,20,2024-04-24 10:15:44.000000,2024-04-24 10:17:30.000000,1.7666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
938520279,***MASKED***,23,10,Outgoing call,20,2024-07-18 06:33:47.000000,2024-07-18 06:35:16.000000,1.4833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932840128,***MASKED***,4,10,Outgoing call,20,2024-01-02 00:22:05.000000,2024-01-02 01:00:21.000000,38.266666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932841294,***MASKED***,8,10,Outgoing call,20,2024-01-02 01:37:32.000000,2024-01-02 01:44:57.000000,7.416666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932863010,***MASKED***,6,10,Outgoing call,20,2024-01-02 14:49:46.000000,2024-01-02 14:52:38.000000,2.8666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932866917,***MASKED***,4,10,Outgoing call,20,2024-01-02 17:22:41.000000,2024-01-02 17:30:17.000000,7.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932891989,***MASKED***,4,10,Outgoing call,20,2024-01-03 13:56:37.000000,2024-01-03 13:58:27.000000,1.8333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932894330,***MASKED***,5,10,Outgoing call,20,2024-01-03 14:50:08.000000,2024-01-04 13:09:55.000000,1339.7833333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932899046,***MASKED***,5,10,Outgoing call,20,2024-01-03 17:16:59.000000,2024-01-03 17:17:04.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932906221,***MASKED***,4,10,Outgoing call,20,2024-01-04 05:35:58.000000,2024-01-04 05:36:14.000000,0.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932913358,***MASKED***,6,10,Outgoing call,20,2024-01-04 09:05:31.000000,2024-01-04 09:05:58.000000,0.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932914576,***MASKED***,21,10,Outgoing call,20,2024-01-04 09:36:34.000000,2024-01-04 09:44:43.000000,8.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932916026,***MASKED***,6,10,Outgoing call,20,2024-01-04 10:12:57.000000,2024-01-04 10:45:47.000000,32.833333333333336,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932919408,***MASKED***,11,10,Outgoing call,20,2024-01-04 12:10:43.000000,2024-01-04 12:15:59.000000,5.266666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932921086,***MASKED***,6,10,Outgoing call,20,2024-01-04 12:51:45.000000,2024-01-04 13:00:35.000000,8.833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932925817,***MASKED***,15,10,Outgoing call,20,2024-01-04 14:51:02.000000,2024-01-04 15:09:05.000000,18.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932929852,***MASKED***,8,10,Outgoing call,20,2024-01-04 17:51:21.000000,2024-01-04 18:37:33.000000,46.2,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932933647,***MASKED***,3,10,Outgoing call,20,2024-01-05 00:19:58.000000,2024-01-05 00:20:01.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932933773,***MASKED***,11,10,Outgoing call,20,2024-01-05 00:26:48.000000,2024-01-05 00:35:19.000000,8.516666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932936700,***MASKED***,5,10,Outgoing call,20,2024-01-05 03:30:24.000000,2024-01-05 03:32:38.000000,2.2333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932940324,***MASKED***,4,10,Outgoing call,20,2024-01-05 07:09:38.000000,2024-01-05 07:09:44.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932940547,***MASKED***,4,10,Outgoing call,20,2024-01-05 07:13:53.000000,2024-01-05 07:24:44.000000,10.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932968033,***MASKED***,4,10,Outgoing call,20,2024-01-08 00:52:43.000000,2024-01-08 01:00:35.000000,7.866666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932977280,***MASKED***,4,10,Outgoing call,20,2024-01-08 07:48:00.000000,2024-01-08 09:13:12.000000,85.2,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932986458,***MASKED***,14,10,Outgoing call,20,2024-01-08 10:46:04.000000,2024-01-08 11:36:04.000000,50.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932986971,***MASKED***,55,10,Outgoing call,20,2024-01-08 10:55:36.000000,2024-01-08 12:02:12.000000,66.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932992978,***MASKED***,15,10,Outgoing call,20,2024-01-08 13:11:32.000000,2024-01-08 13:30:07.000000,18.58333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932994129,***MASKED***,4,10,Outgoing call,20,2024-01-08 13:32:21.000000,2024-01-08 13:34:42.000000,2.35,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932999570,***MASKED***,3,10,Outgoing call,20,2024-01-08 15:19:10.000000,2024-01-08 16:01:01.000000,41.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933004082,***MASKED***,4,10,Outgoing call,20,2024-01-08 18:26:26.000000,2024-01-08 18:26:46.000000,0.3333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933007937,***MASKED***,4,10,Outgoing call,20,2024-01-09 00:29:31.000000,2024-01-09 00:30:53.000000,1.3666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933013261,***MASKED***,13,10,Outgoing call,20,2024-01-09 06:07:32.000000,2024-01-09 07:00:13.000000,52.68333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933026955,***MASKED***,11,10,Outgoing call,20,2024-01-09 10:28:05.000000,2024-01-09 10:50:33.000000,22.466666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933032520,***MASKED***,4,10,Outgoing call,20,2024-01-09 12:47:13.000000,2024-01-09 13:21:40.000000,34.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933034489,***MASKED***,4,10,Outgoing call,20,2024-01-09 13:24:47.000000,2024-01-09 13:38:50.000000,14.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933035724,***MASKED***,3,10,Outgoing call,20,2024-01-09 13:45:31.000000,2024-01-09 14:21:05.000000,35.56666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933049396,***MASKED***,6,10,Outgoing call,20,2024-01-10 01:01:36.000000,2024-01-10 01:02:39.000000,1.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933050076,***MASKED***,3,10,Outgoing call,20,2024-01-10 01:30:10.000000,2024-01-10 01:32:54.000000,2.7333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933050165,***MASKED***,13,10,Outgoing call,20,2024-01-10 01:34:28.000000,2024-01-10 01:42:15.000000,7.783333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933053101,***MASKED***,11,10,Outgoing call,20,2024-01-10 05:27:18.000000,2024-01-10 05:29:54.000000,2.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933055646,***MASKED***,4,10,Outgoing call,20,2024-01-10 06:52:49.000000,2024-01-10 06:55:28.000000,2.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933071672,***MASKED***,14,10,Outgoing call,20,2024-01-10 12:40:25.000000,2024-01-10 13:03:28.000000,23.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933072336,***MASKED***,18,10,Outgoing call,20,2024-01-10 12:56:13.000000,2024-01-10 13:03:04.000000,6.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933088759,***MASKED***,7,10,Outgoing call,20,2024-01-11 01:20:19.000000,2024-01-11 04:12:54.000000,172.58333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933090805,***MASKED***,3,10,Outgoing call,20,2024-01-11 03:26:47.000000,2024-01-11 03:26:50.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933099900,***MASKED***,23,10,Outgoing call,20,2024-01-11 08:23:10.000000,2024-01-11 08:24:54.000000,1.7333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933108632,***MASKED***,4,10,Outgoing call,20,2024-01-11 11:05:14.000000,2024-01-11 11:11:57.000000,6.716666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933119427,***MASKED***,8,10,Outgoing call,20,2024-01-11 14:53:28.000000,2024-01-11 15:42:16.000000,48.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933122593,***MASKED***,5,10,Outgoing call,20,2024-01-11 16:09:47.000000,2024-01-11 16:11:05.000000,1.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933126834,***MASKED***,6,10,Outgoing call,20,2024-01-11 20:32:22.000000,2024-01-11 20:41:31.000000,9.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933128470,***MASKED***,4,10,Outgoing call,20,2024-01-12 00:04:42.000000,2024-01-12 00:05:31.000000,0.8166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933137056,***MASKED***,8,10,Outgoing call,20,2024-01-12 07:24:04.000000,2024-01-12 07:25:43.000000,1.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933138098,***MASKED***,10,10,Outgoing call,20,2024-01-12 07:42:00.000000,2024-01-12 07:50:30.000000,8.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933143366,***MASKED***,4,10,Outgoing call,20,2024-01-12 09:11:02.000000,2024-01-12 09:35:32.000000,24.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933155094,***MASKED***,12,10,Outgoing call,20,2024-01-12 13:23:39.000000,2024-01-12 13:25:05.000000,1.4333333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933158221,***MASKED***,15,10,Outgoing call,20,2024-01-12 14:29:35.000000,2024-01-15 09:48:42.000000,4039.116666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933158808,***MASKED***,6,10,Outgoing call,20,2024-01-12 14:42:24.000000,2024-01-12 14:55:20.000000,12.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933172086,***MASKED***,3,10,Outgoing call,20,2024-01-15 01:03:16.000000,2024-01-15 01:04:20.000000,1.0666666666666669,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933173392,***MASKED***,5,10,Outgoing call,20,2024-01-15 02:06:26.000000,2024-01-15 05:49:41.000000,223.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
